Simulacion Red Hopfield 82 utilizando Simulated Annealing (v1.0).
Parametros :
N - Cantidad de neuronas: 64
P - Cantidad de patrones: 2
|0.000000	-0.990216	0.068606	-0.013286	0.815305	0.523971	-0.143796	-0.093358	-0.544384	0.369311	-0.459005	0.172032	0.896638	-0.398971	-0.169010	-0.755912	0.875819	-0.437119	-0.627899	0.983260	-0.886484	-0.886554	-0.054553	0.265100	0.632937	0.149307	-0.449157	0.820064	0.686145	-0.872728	-0.620875	-0.712382	-0.862945	0.447731	0.274333	0.952360	-0.028298	-0.869464	-0.140998	0.427318	0.499848	0.399997	-0.400650	0.396486	-0.998973	0.430340	0.640574	0.876845	0.993222	-0.987326	0.860105	-0.893263	-0.873880	-0.194447	0.371838	0.759057	0.954859	0.922680	0.579120	0.641004	-0.950048	0.958245	0.928623	-0.812992|
-0.990216	0.000000	0.405976	0.202955	-0.860632	-0.622322	0.333492	-0.001630	0.804996	-0.166661	-0.601632	-0.595653	-0.770175	-0.600606	0.834687	0.870399	-0.723760	0.827909	0.883073	-0.863655	0.934646	-0.990807	-0.058102	0.306484	0.768250	-0.103243	0.229164	0.347370	-0.462239	0.279117	0.305615	-0.533616	0.466124	-0.288408	0.669339	0.605492	0.089270	0.002831	-0.396138	-0.105734	0.836170	0.002230	0.298613	-0.934004	0.401624	0.133300	0.936395	0.677863	-0.038791	0.819468	0.814208	-0.104145	0.828660	-0.243894	-0.797661	0.596910	0.652863	0.431503	-0.055720	-0.809376	-0.289380	-0.750104	-0.342992	-0.823256|
0.068606	0.405976	0.000000	-0.038513	-0.673652	0.782236	-0.949243	0.329179	-0.613902	-0.054977	0.165349	0.388328	-0.756364	0.231345	-0.210049	0.376936	0.167739	-0.532185	-0.661856	-0.012793	-0.717977	0.233999	-0.184132	0.038129	0.436337	-0.587222	-0.309008	-0.132159	0.357058	-0.118384	0.578460	0.606954	0.538625	0.755204	-0.431559	0.864972	0.537441	-0.380802	0.194151	0.923539	0.564221	-0.640500	0.311866	0.807857	0.590845	-0.898182	0.184793	-0.241416	-0.430368	0.522937	0.745791	-0.148345	-0.243064	-0.438341	0.889784	-0.806727	-0.025563	-0.419224	0.061114	-0.668505	0.462392	-0.360426	0.938448	0.001017|
-0.013286	0.202955	-0.038513	0.000000	-0.605221	-0.493111	-0.134011	0.932219	0.126087	-0.939860	0.855758	-0.309692	-0.580360	0.167624	-0.501836	-0.989515	0.269442	0.682957	-0.230930	0.839074	0.205894	-0.485139	-0.309270	0.962830	0.076520	-0.419486	-0.843897	-0.949043	0.161290	0.217217	-0.617548	-0.376317	0.856792	-0.679100	0.624700	-0.748430	-0.172211	-0.509311	-0.816210	0.953876	-0.449171	-0.960452	-0.355816	-0.029531	0.207172	0.142348	-0.019046	-0.523386	-0.174695	0.750024	-0.684311	-0.968801	-0.735115	0.006419	0.994029	0.341405	0.586933	-0.849868	0.392362	-0.251777	0.367349	0.774814	0.371906	0.224141|
0.815305	-0.860632	-0.673652	-0.605221	0.000000	-0.904286	-0.003394	0.475711	-0.076497	0.487295	0.659501	-0.122621	-0.961877	0.699049	0.521562	0.008593	-0.093778	-0.336089	0.989547	0.382836	0.489216	0.739571	0.698525	0.520415	-0.995544	-0.295056	0.514444	0.345862	-0.708123	0.664576	-0.261776	0.040100	0.031925	-0.486962	-0.587994	-0.743933	-0.391248	0.408612	0.731778	0.532255	-0.104093	0.391279	-0.590366	-0.065970	0.090329	0.931196	0.942623	0.996551	-0.404893	0.932170	0.379387	-0.915678	0.671741	0.077912	0.604737	0.676197	0.782856	0.119181	0.022059	-0.925268	-0.216243	0.760283	0.114832	0.815683|
0.523971	-0.622322	0.782236	-0.493111	-0.904286	0.000000	-0.726679	0.526839	-0.928251	-0.117927	-0.064550	0.803527	-0.585672	0.831357	0.194807	-0.176039	-0.234613	-0.714864	-0.244842	-0.291990	-0.718314	0.350264	-0.359820	0.661073	0.434586	-0.688080	-0.261014	0.039323	0.988118	-0.478159	-0.841496	0.010177	-0.403426	-0.057739	-0.229540	0.711406	-0.242056	0.043781	0.238245	-0.170307	0.925854	-0.826305	-0.366780	-0.659818	-0.994948	0.828027	0.164144	-0.229561	-0.886838	0.919301	0.478449	-0.605152	0.269565	-0.881371	-0.944078	-0.295849	-0.569451	-0.205093	0.743475	-0.581333	0.316749	0.901979	0.428844	0.913322|
-0.143796	0.333492	-0.949243	-0.134011	-0.003394	-0.726679	0.000000	-0.155760	-0.800696	0.624729	0.602184	0.243085	-0.137027	-0.568123	0.168939	0.036669	0.065097	0.509121	0.041721	-0.106876	-0.326736	0.812160	0.006286	-0.407435	0.290609	0.401134	0.862131	0.409238	0.457056	-0.433718	0.839787	-0.748037	-0.690243	-0.741546	0.568712	-0.788264	0.687298	0.482034	0.055977	0.886602	0.106763	-0.341839	0.129686	0.969736	0.090038	-0.701375	0.006405	-0.844865	0.807746	-0.951875	0.048259	-0.518990	0.860285	-0.945456	0.073575	0.150895	0.455678	-0.064294	-0.439867	-0.087266	0.501988	-0.600080	0.164697	0.811745|
-0.093358	-0.001630	0.329179	0.932219	0.475711	0.526839	-0.155760	0.000000	-0.341625	-0.266591	-0.976519	-0.654327	-0.784557	0.079457	-0.767726	0.322206	0.737618	0.361960	0.291942	-0.172344	0.660585	-0.701653	-0.017209	0.468331	-0.653528	-0.968950	0.949341	-0.793242	-0.914406	0.022916	0.357652	0.541273	0.958622	0.917785	-0.545993	0.460610	-0.682295	0.618704	0.272355	-0.023920	-0.647887	0.295836	0.321752	-0.432444	-0.624706	0.554026	0.889762	-0.887088	-0.084013	0.181704	-0.059432	-0.423428	0.480051	0.923359	-0.955097	0.826523	0.954409	0.994243	-0.966719	-0.959997	0.017159	0.390933	0.581276	-0.024219|
-0.544384	0.804996	-0.613902	0.126087	-0.076497	-0.928251	-0.800696	-0.341625	0.000000	0.308718	-0.964717	-0.563608	0.626424	0.653987	0.708747	-0.397497	-0.993900	0.004583	0.924256	-0.426344	0.379876	0.478282	-0.536582	0.492788	-0.605731	0.645122	-0.566644	-0.029159	0.125173	-0.643285	0.015744	-0.048304	-0.688876	0.009987	-0.015023	-0.648873	-0.972854	-0.624089	0.932403	0.002928	0.684629	0.967686	0.439319	0.311053	0.621673	0.148066	0.913556	0.627773	-0.847351	0.837812	-0.798571	0.532525	0.316094	-0.335153	0.025313	0.710363	-0.690031	0.458669	-0.318796	0.435142	0.815384	0.696948	-0.613161	-0.873491|
0.369311	-0.166661	-0.054977	-0.939860	0.487295	-0.117927	0.624729	-0.266591	0.308718	0.000000	-0.293065	0.371816	-0.522364	-0.265919	0.747727	-0.589961	0.737009	0.432356	-0.622274	0.176328	-0.256592	0.999399	-0.675606	-0.343036	0.627172	-0.522958	-0.505224	0.828601	-0.990432	0.810870	-0.506552	0.034881	0.521234	-0.196583	-0.506450	-0.797562	-0.761441	-0.691065	0.899386	-0.374602	-0.564557	-0.393679	0.997214	-0.086921	0.340402	0.744941	0.323119	0.077410	0.177296	0.700844	-0.746262	0.920705	0.700243	-0.421868	-0.422331	0.327414	0.055174	0.072445	0.156015	0.064742	-0.116685	0.649463	-0.900377	-0.595451|
